,id,businessDate,securityId,symbol,securityName,openPrice,highPrice,lowPrice,closePrice,totalTradedQuantity,totalTradedValue,previousDayClosePrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,lastUpdatedTime,lastUpdatedPrice,totalTrades,averageTradedPrice,marketCapitalization
0,,2022-11-28,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,740.0,740.0,715.0,726.9,548,397461.0,727.0,1566.0,688.2,2022-11-28T14:59:23.453556,726.9,28,725.29,2668.77
1,,2022-11-28,397,ADBL,Agricultural Development Bank Limited,315.0,320.0,312.1,312.1,30870,9736715.1,316.5,510.0,298.0,2022-11-28T14:59:31.663292,312.1,221,315.41,41159.49
2,,2022-11-28,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,277.4,288.0,271.9,276.0,45885,12712238.4,281.0,628.3,251.4,2022-11-28T14:59:56.447691,276.0,229,277.04,4773.68
3,,2022-11-28,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,181.0,183.0,175.6,178.0,22555,4042008.4,181.5,350.0,161.0,2022-11-28T14:59:53.912321,178.0,130,179.2,1424.0
4,,2022-11-28,2757,AKPL,Arun Kabeli Power Ltd.,362.0,365.9,350.0,357.0,37033,13272146.5,361.0,624.0,342.0,2022-11-28T14:59:49.149868,357.0,212,358.38,7285.41
5,,2022-11-28,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,967.8,975.0,932.0,932.0,1127,1072207.0,948.9,1750.0,874.3,2022-11-28T14:59:20.231819,932.0,32,951.38,3112.08
6,,2022-11-28,385,ALICL,Asian Life Insurance Co. Limited,490.1,512.6,490.1,499.9,24815,12504726.9,498.0,1374.0,428.0,2022-11-28T14:59:49.871425,499.9,203,503.91,14537.65
7,,2022-11-28,697,API,Api Power Company Ltd.,219.0,222.0,215.0,216.0,77242,16832716.7,218.5,575.0,200.0,2022-11-28T14:59:51.950898,216.0,389,217.92,8305.02
8,,2022-11-28,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,725.0,737.4,717.0,724.0,1905,1381546.0,738.0,963.0,316.0,2022-11-28T14:59:56.565534,724.0,121,725.22,1810.0
9,,2022-11-28,686,BARUN,Barun Hydropower Co. Ltd.,219.0,219.0,211.7,212.0,6060,1299975.0,216.0,595.0,201.0,2022-11-28T14:59:20.086995,212.0,43,214.51,1135.93
10,,2022-11-28,156,BBC,Bishal Bazar Company Limited,3430.0,3430.0,3350.0,3350.0,160,543551.0,3367.0,5763.0,3137.0,2022-11-28T14:33:12.252279,3350.0,11,3397.19,1646.19
11,,2022-11-28,227,BFC,Best Finance Company Ltd.,327.0,332.0,320.0,320.0,13458,4380917.8,322.1,577.0,298.0,2022-11-28T14:58:44.91658,320.0,91,325.52,2652.52
12,,2022-11-28,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,338.2,341.0,333.0,336.1,3947,1331814.0,343.0,520.0,310.0,2022-11-28T14:59:43.87588,336.1,76,337.42,3361.0
13,,2022-11-28,8055,BHL,Balephi Hydropower Limited,258.0,263.1,245.4,246.0,2796,696624.9,253.0,397.0,104.7,2022-11-28T14:57:41.228673,246.0,78,249.15,4496.81
14,,2022-11-28,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,350.8,357.0,343.8,345.1,3930,1376607.0,357.9,744.0,246.7,2022-11-28T14:42:41.158453,345.1,43,350.28,1380.4
15,,2022-11-28,213,BNT,Bottlers Nepal (Terai) Limited,12994.8,13498.0,12736.0,13228.1,170,2187716.0,13260.0,17670.0,11088.7,2022-11-28T13:18:41.138575,13228.1,7,12868.91,16006.0
16,,2022-11-28,153,BPCL,Butwal Power Company Limited,314.0,314.1,308.2,309.0,7923,2461013.5,308.0,498.0,288.0,2022-11-28T14:59:56.307987,309.0,73,310.61,10031.15
17,,2022-11-28,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,1127.0,1140.5,1121.0,1123.5,8431,9515626.1,1126.8,1672.0,882.0,2022-11-28T14:59:09.587048,1123.5,190,1128.64,26111.26
18,,2022-11-28,532,CBL,Civil Bank Ltd,230.0,230.0,226.3,227.1,73089,16643490.5,230.0,285.4,194.0,2022-11-28T14:59:38.404774,227.1,206,227.71,20611.24
19,,2022-11-28,8043,CBLD88,Civil Bank Debenture 2088,850.0,858.0,850.0,858.0,50,42700.0,855.0,1000.0,834.3,2022-11-28T14:43:27.496604,858.0,2,854.0,
20,,2022-11-28,605,CCBL,Century Commercial Bank Ltd.,196.8,207.9,190.5,191.0,69420,13515929.8,193.0,280.0,178.0,2022-11-28T14:59:59.618395,191.0,412,194.69,18247.97
21,,2022-11-28,245,CFCL,Central Finance Co. Ltd.,325.0,325.0,311.7,314.0,16056,5093671.0,322.5,560.0,237.0,2022-11-28T14:59:53.220698,314.0,108,317.24,2979.47
22,,2022-11-28,2917,CGH,Chandragiri Hills Limited,1030.0,1050.0,1000.0,1019.9,1746,1782240.2,1019.0,1565.0,900.2,2022-11-28T14:59:59.921791,1019.9,36,1020.75,15646.19
23,,2022-11-28,154,CHCL,Chilime Hydropower Company Limited,390.0,395.8,383.1,388.0,7144,2761949.2,390.0,579.0,347.9,2022-11-28T14:58:43.813561,388.0,70,386.61,26196.96
24,,2022-11-28,3946,CHDC,CEDB Hydropower Development Company Limited,679.0,679.0,650.0,655.0,18257,12005739.1,673.0,1130.0,590.0,2022-11-28T14:59:53.289667,655.0,194,657.59,5498.14
25,,2022-11-28,2766,CHL,Chhyangdi Hydropower Ltd.,226.0,226.0,217.6,220.0,4007,884612.6,224.4,550.8,193.1,2022-11-28T14:59:55.943771,220.0,44,220.76,851.35
26,,2022-11-28,210,CIT,Citizen Investment Trust,1900.0,1920.0,1887.0,1892.0,12017,22805489.1,1890.1,3646.0,1780.0,2022-11-28T14:59:29.054175,1892.0,247,1897.76,80428.93
