,id,businessDate,securityId,symbol,securityName,openPrice,highPrice,lowPrice,closePrice,totalTradedQuantity,totalTradedValue,previousDayClosePrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,lastUpdatedTime,lastUpdatedPrice,totalTrades,averageTradedPrice,marketCapitalization
0,,2022-11-08,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,745.0,758.0,740.0,740.0,486,364654.0,759.0,1570.0,688.2,2022-11-08T14:53:48.175458,740.0,20,750.31,2716.86
1,,2022-11-08,397,ADBL,Agricultural Development Bank Limited,320.0,322.0,318.0,321.0,9278,2971665.9,321.0,530.0,298.0,2022-11-08T14:59:56.88783,321.0,113,320.29,42333.21
2,,2022-11-08,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,280.0,286.6,274.4,279.9,35527,9939850.7,279.0,628.3,255.0,2022-11-08T14:59:47.800602,279.9,172,279.78,4841.14
3,,2022-11-08,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,179.0,183.0,177.7,180.0,16776,3015082.9,181.0,365.0,161.0,2022-11-08T14:59:58.840787,180.0,96,179.72,1440.0
4,,2022-11-08,2757,AKPL,Arun Kabeli Power Ltd.,376.0,376.8,368.0,369.0,22420,8316250.2,374.9,654.0,360.0,2022-11-08T14:59:50.742079,369.0,173,370.92,7530.3
5,,2022-11-08,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,985.0,985.0,965.0,978.0,1749,1698381.8,993.0,1750.0,891.0,2022-11-08T14:59:39.590292,978.0,54,971.05,3265.68
6,,2022-11-08,385,ALICL,Asian Life Insurance Co. Limited,479.0,504.0,469.0,476.4,12229,5950329.2,476.0,1398.0,428.0,2022-11-08T14:59:56.490265,476.4,130,486.57,13854.24
7,,2022-11-08,697,API,Api Power Company Ltd.,218.1,225.0,218.1,220.6,72543,16162513.6,221.0,575.0,200.0,2022-11-08T14:59:53.871319,220.6,352,222.79,8481.88
8,,2022-11-08,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,760.3,777.0,760.3,765.0,2826,2169215.1,774.0,963.0,316.0,2022-11-08T14:59:38.861058,765.0,152,767.59,1912.5
9,,2022-11-08,686,BARUN,Barun Hydropower Co. Ltd.,214.5,218.8,212.0,215.0,4372,940062.9,218.7,595.0,201.0,2022-11-08T14:59:57.58429,215.0,45,215.01,1152.0
10,,2022-11-08,156,BBC,Bishal Bazar Company Limited,3370.0,3370.0,3306.0,3307.0,60,199660.0,3320.0,5803.0,3137.0,2022-11-08T14:43:15.375147,3307.0,3,3327.66,1625.06
11,,2022-11-08,227,BFC,Best Finance Company Ltd.,335.0,338.9,331.0,337.0,4758,1592582.9,335.0,580.0,298.0,2022-11-08T14:59:39.749706,337.0,49,334.71,2793.44
12,,2022-11-08,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,343.0,350.0,337.5,350.0,1170,403064.0,350.0,520.0,310.0,2022-11-08T14:22:19.685185,350.0,59,344.49,3500.0
13,,2022-11-08,8055,BHL,Balephi Hydropower Limited,240.0,259.8,236.9,253.0,8425,2136677.0,244.4,397.0,104.7,2022-11-08T14:59:27.327081,253.0,170,253.61,4624.76
14,,2022-11-08,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,368.0,376.2,355.1,372.4,2135,783197.0,369.0,744.0,246.7,2022-11-08T14:59:52.822584,372.4,42,366.83,1489.6
15,,2022-11-08,213,BNT,Bottlers Nepal (Terai) Limited,12200.0,12200.0,12170.0,12170.0,70,852800.0,12100.0,17670.0,10500.0,2022-11-08T14:21:13.584159,12170.0,3,12182.85,14725.7
16,,2022-11-08,4961,BOKD86,8.5% BOK Debenture 2086,753.0,753.0,753.0,753.0,10,7530.0,738.5,1000.0,738.5,2022-11-08T12:42:42.025535,753.0,1,753.0,1204.8
17,,2022-11-08,153,BPCL,Butwal Power Company Limited,310.0,310.0,305.2,308.0,2438,751768.9,308.2,539.0,288.0,2022-11-08T14:58:36.955431,308.0,46,308.35,9998.69
18,,2022-11-08,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,1120.0,1121.0,1100.0,1109.8,7827,8712810.9,1118.0,1850.0,882.0,2022-11-08T14:59:39.46102,1109.8,177,1113.17,25792.86
19,,2022-11-08,8068,CCBD88,Century Debenture 2088,856.1,873.2,856.1,856.6,60,51549.5,856.1,1000.0,837.0,2022-11-08T13:49:52.555178,856.6,3,859.15,
20,,2022-11-08,245,CFCL,Central Finance Co. Ltd.,327.0,335.0,319.0,328.0,12006,3917144.1,325.1,616.0,237.0,2022-11-08T14:59:58.110998,328.0,98,326.26,3112.31
21,,2022-11-08,2917,CGH,Chandragiri Hills Limited,1040.0,1040.0,1000.1,1030.0,1060,1083273.0,1034.0,1734.0,900.2,2022-11-08T14:59:29.977606,1030.0,37,1021.95,15801.14
22,,2022-11-08,154,CHCL,Chilime Hydropower Company Limited,385.0,394.0,379.3,387.0,3105,1189752.7,387.0,627.0,347.9,2022-11-08T14:59:56.916838,387.0,47,383.17,26129.45
23,,2022-11-08,3946,CHDC,CEDB Hydropower Development Company Limited,630.0,642.0,630.0,640.0,5155,3281015.0,635.0,1130.0,590.0,2022-11-08T14:58:16.40237,640.0,66,636.47,5372.22
24,,2022-11-08,2766,CHL,Chhyangdi Hydropower Ltd.,211.0,219.4,211.0,218.0,2546,553385.1,215.1,550.8,193.1,2022-11-08T14:59:47.183037,218.0,38,217.35,843.61
25,,2022-11-08,210,CIT,Citizen Investment Trust,1923.0,1940.0,1919.0,1925.0,8578,16540593.9,1923.0,3646.0,1780.0,2022-11-08T14:59:53.436981,1925.0,199,1928.25,81831.76
26,,2022-11-08,2780,CMF1,Citizens Mutual Fund -1,8.43,8.59,8.26,8.26,7000,58286.0,8.6,10.49,7.4,2022-11-08T14:59:49.156993,8.26,6,8.32,677.32
27,,2022-11-08,2862,CMF2,CITIZENS MUTUAL FUND 2,8.05,8.05,7.9,8.0,8665,69666.5,8.21,10.89,7.8,2022-11-08T14:43:26.720291,8.0,6,8.03,448.0
28,,2022-11-08,450,CORBL,Corporate Development Bank Limited,298.0,298.0,285.0,289.0,2935,849740.4,293.0,999.0,211.3,2022-11-08T14:56:31.298524,289.0,28,289.51,1445.0
29,,2022-11-08,348,CZBIL,Citizens Bank International Limited,190.0,190.0,186.0,188.0,373395,69852305.2,188.0,323.3,180.0,2022-11-08T14:59:55.879984,188.0,193,187.07,26697.83
30,,2022-11-08,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,976.0,997.0,975.0,993.0,1006,987908.0,985.1,1407.0,861.0,2022-11-08T14:59:23.963247,993.0,33,982.01,13777.86
31,,2022-11-08,2754,DHPL,Dibyashwori Hydropower Ltd.,182.0,185.0,177.1,180.0,8025,1467852.4,181.6,381.4,160.1,2022-11-08T14:59:30.748377,180.0,47,182.9,475.2
32,,2022-11-08,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,260.0,265.0,254.0,254.8,3746,961111.8,260.0,408.0,225.5,2022-11-08T14:59:09.320313,254.8,123,256.57,2686.26
33,,2022-11-08,137,EBL,Everest Bank Limited,531.0,534.4,530.0,530.2,19249,10226168.5,531.0,659.9,411.0,2022-11-08T14:59:52.552213,530.2,166,531.25,49983.76
34,,2022-11-08,274,EDBL,Excel Development Bank Ltd.,331.0,331.0,325.0,327.0,4622,1509421.0,329.0,670.1,291.2,2022-11-08T14:59:13.020876,327.0,47,326.57,4086.5
35,,2022-11-08,8034,ENL,Emerging Nepal Limited,640.1,650.0,637.2,650.0,430,278338.0,650.0,1481.9,287.1,2022-11-08T14:31:05.341851,650.0,20,647.29,3611.4
36,,2022-11-08,490,FMDBL,First Micro Finance Laghubitta Bittiya Sanstha Limited,670.0,678.0,661.0,661.0,6769,4505433.0,670.0,1020.0,559.0,2022-11-08T14:59:52.642064,661.0,68,665.59,6375.29
37,,2022-11-08,2758,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,2740.0,2765.0,2710.0,2725.0,3858,10543154.8,2735.0,3000.0,2000.0,2022-11-08T14:59:36.403312,2725.0,137,2732.8,23011.29
38,,2022-11-08,8033,GBBD85,"Garima Debenture, 2085",750.0,765.0,742.4,765.0,135,101470.0,743.1,1000.0,722.5,2022-11-08T14:35:26.39425,765.0,6,751.62,
39,,2022-11-08,417,GBBL,Garima Bikas Bank Limited,390.0,392.8,385.1,387.8,32669,12672229.8,387.0,660.0,318.0,2022-11-08T14:59:50.016915,387.8,124,387.89,17760.82
40,,2022-11-08,2840,GBD80/81,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,965.0,965.0,965.0,965.0,100,96500.0,980.0,1030.0,920.0,2022-11-08T12:41:46.930064,965.0,1,965.0,99496.48
41,,2022-11-08,583,GBLBS,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,635.0,635.0,612.0,617.5,2708,1678725.5,632.0,1139.0,585.0,2022-11-08T14:59:47.804511,617.5,45,619.91,6066.94
42,,2022-11-08,232,GFCL,Goodwill Finance Limited,468.0,479.0,460.0,467.9,9880,4635163.2,476.0,859.9,358.0,2022-11-08T14:57:06.019668,467.9,83,469.14,4426.87
43,,2022-11-08,2806,GHL,Ghalemdi Hydro Limited,199.0,199.0,189.3,190.1,13325,2572832.2,196.0,420.0,164.2,2022-11-08T14:59:59.450213,190.1,65,193.08,1045.55
44,,2022-11-08,8106,GIBF1,Global IME Balanced Fund-1,8.05,8.05,7.89,7.95,900,7201.0,8.2,10.0,7.69,2022-11-08T14:43:27.525605,7.95,7,8.0,815.48
45,,2022-11-08,705,GILB,Global IME Laghubitta Bittiya Sanstha Ltd.,1220.0,1220.0,1198.0,1199.0,959,1152701.3,1207.0,2308.0,1115.0,2022-11-08T14:58:14.29261,1199.0,34,1201.98,6625.55
46,,2022-11-08,1740,GIMES1,Global IME Samunnat Scheme-1,8.3,8.46,8.3,8.3,33956,282685.3,8.34,21.9,8.08,2022-11-08T14:53:04.24409,8.3,18,8.32,830.0
47,,2022-11-08,2826,GLBSL,Gurans Laghubitta Bittiya Sanstha Limited,870.0,887.4,853.0,887.4,123,106660.0,853.0,1509.6,842.0,2022-11-08T14:59:33.554198,887.4,8,867.15,865.22
48,,2022-11-08,2924,GLH,GreenLife Hydropower Limited,245.0,250.0,242.0,250.0,3525,860217.3,249.0,527.3,219.0,2022-11-08T14:59:58.799721,250.0,70,244.03,4500.0
49,,2022-11-08,2815,GMFBS,Ganapati Laghubitta Bittiya Sanstha Limited,834.0,834.0,811.0,824.0,1043,859170.0,825.0,1581.0,800.2,2022-11-08T14:59:08.31814,824.0,15,823.74,1248.81
50,,2022-11-08,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,332.2,339.0,326.0,337.5,3460,1160240.3,338.8,585.0,223.9,2022-11-08T14:59:33.061138,337.5,24,335.32,3207.6
51,,2022-11-08,2744,GRDBL,Green Development Bank Ltd.,245.0,245.0,235.0,237.7,7590,1810161.3,243.8,442.0,182.0,2022-11-08T14:59:30.876505,237.7,44,238.49,1233.66
52,,2022-11-08,204,GUFL,Gurkhas Finance Ltd.,550.0,576.0,550.0,562.0,44967,25288846.6,559.0,1015.3,357.0,2022-11-08T14:59:59.452698,562.0,267,562.38,4878.12
53,,2022-11-08,8045,GVL,Green Ventures Limited,291.0,306.0,291.0,295.0,4260,1256817.5,295.2,436.4,255.1,2022-11-08T14:59:52.477469,295.0,111,295.02,9218.75
54,,2022-11-08,2883,GWFD83,12 % Goodwill Finance Limited Debenture 2083,1020.0,1025.0,1020.0,1025.0,45,46025.0,1005.0,1173.0,989.8,2022-11-08T14:50:19.922341,1025.0,2,1022.77,
55,,2022-11-08,134,HBL,Himalayan Bank Limited,347.7,347.7,334.2,343.0,2734,929654.7,340.9,484.0,290.0,2022-11-08T14:58:15.515115,343.0,40,340.03,44482.73
56,,2022-11-08,2880,HDHPC,Himal Dolakha Hydropower Company Limited,175.4,182.3,171.8,178.0,166697,29601484.5,178.8,418.0,161.0,2022-11-08T14:59:50.180581,178.0,445,177.57,2848.0
57,,2022-11-08,235,HDL,Himalayan Distillery Limited,3712.0,3719.0,3619.1,3670.0,8312,30535484.9,3675.0,7195.0,2825.0,2022-11-08T14:59:19.309453,3670.0,288,3673.66,55728.18
58,,2022-11-08,179,HEI,Himalayan Everest Insurance Limited,373.1,384.0,371.5,380.0,21387,8094720.8,378.0,810.9,345.0,2022-11-08T14:55:28.737584,380.0,79,378.48,8511.76
59,,2022-11-08,700,HEIP,Himalayan Everest Insurance Limited Promoter,242.9,252.6,242.9,252.0,2070,507888.6,247.5,298.0,214.2,2022-11-08T14:57:56.666629,252.0,12,245.35,674.11
60,,2022-11-08,8076,HHL,Himalayan Hydropower Limited,222.0,225.0,219.0,221.0,3997,885654.3,226.5,362.1,202.1,2022-11-08T14:59:49.882166,221.0,100,221.57,2419.95
61,,2022-11-08,2742,HIDCL,Hydorelectricity Investment and Development Company Ltd,179.9,180.0,175.0,177.0,54593,9680738.9,177.0,387.0,159.8,2022-11-08T14:59:50.825207,177.0,390,177.32,41587.92
62,,2022-11-08,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,97.8,100.1,97.5,99.9,10361,1026361.9,98.2,115.2,95.0,2022-11-08T14:59:57.833617,99.9,33,99.06,9.99
63,,2022-11-08,693,HLBSL,Himalayan Laghubitta Bittiya Sanstha Limited,775.0,776.0,761.0,776.0,424,326349.6,790.0,1233.0,662.5,2022-11-08T14:57:21.069275,776.0,9,769.69,2235.85
64,,2022-11-08,2767,HPPL,Himalayan Power Partner Ltd.,288.0,295.0,284.3,289.0,8505,2444737.8,283.0,543.6,259.0,2022-11-08T14:59:20.368276,289.0,55,287.44,3079.06
65,,2022-11-08,2824,HURJA,Himalaya Urja Bikas Company Limited,217.1,230.0,217.1,218.0,3355,748184.0,221.5,554.8,194.0,2022-11-08T14:56:09.259392,218.0,24,223.0,2158.2
66,,2022-11-08,273,ICFC,ICFC Finance Limited,465.0,467.0,451.0,457.0,14813,6803754.6,458.0,1041.8,363.0,2022-11-08T14:59:57.116821,457.0,117,459.3,5150.92
67,,2022-11-08,186,IGI,IGI Prudential insurance Limited,369.0,381.0,367.6,370.2,13779,5121191.0,374.0,1266.1,333.2,2022-11-08T14:59:57.900996,370.2,74,371.66,6299.51
68,,2022-11-08,2832,ILBS,Infinity Laghubitta Bittiya Sanstha Limited,965.0,968.0,946.0,968.0,395,377927.0,965.0,1876.5,849.0,2022-11-08T14:58:03.518709,968.0,19,956.77,4012.49
69,,2022-11-08,8038,JALPA,Jalpa Samudayik Laghubitta Bittiya Sanstha Limited,3645.0,3770.0,3575.0,3575.0,12110,43964995.9,3645.0,3770.0,318.6,2022-11-08T14:59:57.905098,3575.0,418,3630.47,5720.0
70,,2022-11-08,418,JBBL,Jyoti Bikas Bank Limited,289.0,293.0,283.5,286.8,24941,7162832.2,289.0,589.9,248.0,2022-11-08T14:59:31.497124,286.8,147,287.19,12239.92
71,,2022-11-08,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,2795.0,2840.0,2750.1,2752.0,4442,12353822.4,2790.0,5368.0,2430.0,2022-11-08T14:59:32.503174,2752.0,189,2781.13,28463.39
72,,2022-11-08,250,JFL,Janaki Finance Company Limited,352.8,367.0,352.8,359.0,3993,1448348.0,360.0,803.9,305.0,2022-11-08T14:59:43.528102,359.0,42,362.72,2478.8
73,,2022-11-08,2789,JOSHI,Joshi Hydropower Development Company Ltd,195.1,201.9,192.0,196.0,32266,6266792.4,198.0,416.1,164.8,2022-11-08T14:59:57.581436,196.0,47,194.22,727.94
74,,2022-11-08,695,JSLBB,Janautthan Samudayic Laghubitta Bittya Sanstha Limited,1670.0,1729.0,1665.0,1665.0,205,345339.0,1698.7,3500.0,1550.0,2022-11-08T14:33:54.104542,1665.0,14,1684.58,2462.63
75,,2022-11-08,8074,KDBY,Kumari Dhanabriddhi Yojana,7.91,8.06,7.91,8.02,3900,31334.0,7.92,10.0,7.46,2022-11-08T14:45:03.683447,8.02,16,8.03,32.08
76,,2022-11-08,2933,KEF,Kumari Equity Fund,8.08,8.19,8.08,8.19,4350,35306.0,8.15,10.07,7.73,2022-11-08T14:58:22.109595,8.19,9,8.11,819.0
77,,2022-11-08,2751,KKHC,Khanikhola Hydropower Co. Ltd.,181.0,183.0,178.0,180.1,3368,608512.3,183.5,380.0,166.0,2022-11-08T14:59:18.806348,180.1,27,180.67,838.75
78,,2022-11-08,593,KMCDB,Kalika Laghubitta Bittiya Sanstha Ltd,959.5,960.0,922.5,922.5,2426,2273469.2,979.0,1421.8,890.3,2022-11-08T14:59:59.903911,922.5,80,937.12,2886.28
79,,2022-11-08,2787,KPCL,Kalika power Company Ltd,322.0,335.0,319.6,330.0,3673,1190888.1,326.0,673.0,289.0,2022-11-08T14:13:18.703173,330.0,37,324.22,2277.0
80,,2022-11-08,428,KRBL,Karnali Development Bank Limited,247.0,247.0,240.0,244.7,16927,4090109.1,246.0,514.0,198.9,2022-11-08T14:59:58.747575,244.7,70,241.63,1296.93
81,,2022-11-08,459,KSBBL,Kamana Sewa Bikas Bank Limited,319.5,319.5,311.0,312.1,15872,4995727.3,315.8,640.0,296.1,2022-11-08T14:59:44.826431,312.1,106,314.75,9807.98
82,,2022-11-08,358,LBBL,Lumbini Bikas Bank Ltd.,366.0,373.0,361.1,364.9,36898,13511723.8,366.0,697.0,290.1,2022-11-08T14:59:48.192602,364.9,129,366.19,11984.38
83,,2022-11-08,141,LBL,Laxmi Bank Limited,208.0,209.7,207.0,207.9,24107,5017797.0,208.0,340.0,185.5,2022-11-08T14:58:28.709294,207.9,66,208.14,24015.25
84,,2022-11-08,2903,LEC,Liberty Energy Company Limited,221.1,229.0,221.1,222.5,2414,541703.0,225.0,443.0,203.0,2022-11-08T14:59:41.021173,222.5,44,224.4,3337.5
85,,2022-11-08,2765,LEMF,Laxmi Equity Fund,7.84,7.84,7.8,7.8,5120,39940.8,8.0,11.17,7.34,2022-11-08T12:54:57.716011,7.8,3,7.8,975.0
86,,2022-11-08,188,LICN,Life Insurance Corporation (Nepal) Limited,1298.0,1391.0,1298.0,1379.9,17156,23236315.5,1324.0,2493.0,1065.0,2022-11-08T14:59:58.082675,1379.9,243,1354.41,36611.51
87,,2022-11-08,618,LLBS,Laxmi Laghubitta Bittiya Sanstha Ltd.,1200.0,1200.0,1186.0,1186.0,406,482546.9,1209.9,2000.0,1080.0,2022-11-08T14:57:04.359195,1186.0,8,1188.53,4554.88
88,,2022-11-08,2902,LUK,Laxmi Unnati Kosh,8.02,8.02,7.91,7.91,15300,121133.0,8.18,10.8,7.58,2022-11-08T14:21:59.141588,7.91,2,7.91,516.23
89,,2022-11-08,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,208.6,217.0,208.6,213.1,6338,1355557.0,212.4,505.0,100.0,2022-11-08T14:59:15.307378,213.1,197,213.87,12786.0
90,,2022-11-08,140,MBL,Machhapuchhre Bank Limited,226.0,227.0,224.9,224.9,11240,2537514.0,228.9,350.3,210.0,2022-11-08T14:51:46.030403,224.9,59,225.75,23068.34
91,,2022-11-08,371,MDB,Miteri Development Bank Limited,384.0,390.0,384.0,388.0,2480,955639.5,385.9,683.0,308.0,2022-11-08T14:59:19.070832,388.0,33,385.33,3505.3
92,,2022-11-08,2913,MEN,Mountain Energy Nepal Limited,775.0,794.0,745.0,750.0,3350,2527332.0,775.0,1319.0,695.0,2022-11-08T14:58:29.595324,750.0,58,754.42,14760.2
93,,2022-11-08,1741,MERO,Mero Microfinance Bittiya Sanstha Ltd.,793.0,812.0,793.0,796.2,1629,1305079.0,800.0,1520.0,735.0,2022-11-08T14:53:16.058765,796.2,40,801.15,9554.4
94,,2022-11-08,516,MFIL,Manjushree Finance Ltd.,449.0,453.0,442.2,446.0,16102,7194356.2,440.8,1213.0,362.0,2022-11-08T14:59:50.813189,446.0,138,446.79,6027.93
95,,2022-11-08,2932,MFLD85,9.5% Manjushree Finance Limited Debenture 2085,820.0,820.0,820.0,820.0,25,20500.0,815.1,1014.9,813.0,2022-11-08T13:51:40.166816,820.0,1,820.0,
96,,2022-11-08,8102,MHL,Mandakini Hydropower Limited,334.6,334.6,324.0,326.1,1685,554504.0,341.4,436.0,237.3,2022-11-08T14:59:59.685008,326.1,73,329.08,1917.59
97,,2022-11-08,2811,MHNL,Mountain Hydro Nepal Limited,235.5,250.9,235.2,240.6,11879,2880500.0,240.0,551.3,212.0,2022-11-08T14:59:50.412384,240.6,48,242.48,3007.5
98,,2022-11-08,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,411.6,425.0,410.7,419.0,957,401038.0,420.0,733.9,372.6,2022-11-08T14:41:01.273321,419.0,28,419.05,1542.52
99,,2022-11-08,4955,MKLB,Manakamana Smart Laghubitta Bittiya Sanstha Limited,912.0,912.0,880.0,892.0,379,337821.0,930.0,1951.0,793.9,2022-11-08T14:54:07.908487,892.0,15,891.34,1264.37
100,,2022-11-08,601,MLBBL,Mithila LaghuBitta Bittiya Sanstha Limited,1120.0,1120.0,1097.0,1097.0,172,190828.0,1140.0,2150.0,1020.0,2022-11-08T14:56:57.62659,1097.0,6,1109.46,1869.7
101,,2022-11-08,401,MLBL,Mahalaxmi Bikas Bank Ltd.,360.0,365.0,356.0,358.9,48772,17525367.9,362.5,864.4,305.2,2022-11-08T14:59:54.749947,358.9,142,359.33,14395.06
102,,2022-11-08,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,1218.7,1218.7,1086.0,1149.8,3585,3977905.0,1197.0,2189.1,782.9,2022-11-08T14:58:55.738977,1149.8,72,1109.59,1257.59
103,,2022-11-08,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,4175.0,4199.9,4161.0,4180.0,567,2371362.0,4120.0,5490.0,3029.0,2022-11-08T14:59:38.745416,4180.0,34,4182.29,6165.5
104,,2022-11-08,8023,MMF1,Mega Mutual Fund -1,7.32,7.32,7.21,7.21,7400,53935.0,7.32,10.28,7.02,2022-11-08T14:37:40.902653,7.21,12,7.28,901.25
105,,2022-11-08,682,MMFDB,Mirmire Laghubitta Bittya Sanstha Limited,960.0,978.0,935.0,944.0,757,715870.0,942.0,1684.0,891.0,2022-11-08T14:59:37.779221,944.0,24,945.66,4928.49
106,,2022-11-08,474,MNBBL,Muktinath Bikas Bank Ltd.,430.0,434.5,424.0,434.5,32602,13940929.7,429.0,741.0,368.0,2022-11-08T14:59:57.914886,434.5,191,427.6,24580.45
107,,2022-11-08,471,MPFL,Multipurpose Finance Company  Limited,328.0,332.0,323.0,330.4,5588,1826935.0,330.0,550.6,206.1,2022-11-08T14:59:55.276598,330.4,43,326.93,1493.41
108,,2022-11-08,2768,MSLB,Mahuli Laghubitta Bittiya Sanstha Limited,995.0,1009.0,995.0,1000.0,320,321369.0,1014.0,2130.0,960.0,2022-11-08T14:30:13.028923,1000.0,8,1004.27,2821.69
109,,2022-11-08,2928,MSLBP,Mahuli Laghubitta Bittiya Sanstha Limited Promoter,541.0,541.0,541.0,541.0,1000,541000.0,541.0,1073.0,541.0,2022-11-08T11:29:04.160001,541.0,2,541.0,624.75
110,,2022-11-08,172,NABBC,Narayani Development Bank Limited,395.0,395.0,379.5,390.8,12316,4688186.7,398.9,1031.0,317.7,2022-11-08T14:59:56.10178,390.8,25,380.65,1025.72
111,,2022-11-08,131,NABIL,Nabil Bank Limited,827.0,835.0,827.0,833.0,20635,17146216.6,834.0,1614.7,726.0,2022-11-08T14:59:50.197679,833.0,377,830.92,190198.13
112,,2022-11-08,2835,NBF2,NABIL BALANCED FUND-2,8.8,8.9,8.73,8.9,18291,162656.9,8.9,11.85,8.2,2022-11-08T14:51:46.632076,8.9,10,8.89,996.8
113,,2022-11-08,8024,NBF3,Nabil Balanced Fund-3,7.6,7.66,7.51,7.52,1350,10213.0,7.46,10.08,7.36,2022-11-08T14:51:59.676498,7.52,5,7.56,940.0
114,,2022-11-08,517,NBL,Nepal Bank Limited,281.5,281.5,275.0,277.0,14206,3926109.8,278.0,473.0,263.0,2022-11-08T14:59:08.630242,277.0,137,276.36,39904.36
115,,2022-11-08,2753,NEF,Nabil Equity Fund,8.59,8.7,8.4,8.4,4914,41630.1,8.45,11.53,8.4,2022-11-08T14:56:24.49828,8.4,7,8.47,1050.0
116,,2022-11-08,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,3267.0,3318.0,3225.0,3279.0,10350,33749257.0,3267.0,3390.0,747.7,2022-11-08T14:59:58.085172,3279.0,249,3260.79,8361.45
117,,2022-11-08,194,NFS,Nepal Finance Ltd.,276.0,289.0,267.6,279.0,13346,3691338.9,273.0,760.0,213.3,2022-11-08T14:59:57.446162,279.0,110,276.58,2340.65
118,,2022-11-08,2743,NGPL,Ngadi Group Power Ltd.,220.0,228.0,217.1,218.0,8993,1991463.6,224.0,813.9,200.0,2022-11-08T14:57:17.404171,218.0,76,221.44,3852.78
119,,2022-11-08,2769,NHDL,Nepal Hydro Developers Ltd.,334.5,334.5,321.5,322.1,3848,1250104.9,328.0,625.0,294.0,2022-11-08T14:57:30.944513,322.1,31,324.87,1030.49
120,,2022-11-08,152,NHPC,National Hydro Power Company Limited,208.7,208.7,201.0,202.0,59058,12085604.8,204.9,484.0,176.4,2022-11-08T14:57:59.257636,202.0,242,204.63,3316.42
121,,2022-11-08,2755,NIBLPF,NIBL Pragati Fund,8.03,8.19,8.03,8.19,5900,47530.0,8.03,11.74,7.78,2022-11-08T14:59:58.801053,8.19,5,8.05,614.25
122,,2022-11-08,4949,NIBSF2,NIBL Samriddhi Fund -2,7.3,7.49,7.3,7.4,2400,17656.0,7.35,10.19,6.94,2022-11-08T14:42:10.081249,7.4,6,7.35,1110.0
123,,2022-11-08,139,NICA,NIC Asia Bank Ltd.,676.0,680.0,674.0,676.1,29430,19926154.9,678.0,935.3,600.3,2022-11-08T14:59:42.171967,676.1,253,677.06,78184.24
124,,2022-11-08,2869,NICAD8283,11% NIC Asia Debenture 082/83,984.0,984.0,964.4,964.4,100,97420.0,1004.0,1130.1,964.4,2022-11-08T14:05:55.543157,964.4,2,974.2,
125,,2022-11-08,2863,NICBF,NIC Asia Balanced Fund,8.65,8.79,8.61,8.61,3600,31071.0,8.49,11.65,8.43,2022-11-08T14:40:17.313335,8.61,5,8.63,650.05
126,,2022-11-08,8073,NICFC,NIC Asia Flexi CAP Fund,8.06,8.25,8.06,8.1,1000,8121.0,8.16,10.0,7.3,2022-11-08T13:49:51.039356,8.1,10,8.12,82.62
127,,2022-11-08,2779,NICGF,NIC Asia Growth Fund,9.65,9.65,9.65,9.65,200,1930.0,9.49,12.8,8.93,2022-11-08T11:27:28.385363,9.65,1,9.65,805.97
128,,2022-11-08,176,NICL,Nepal Insurance Co. Ltd.,416.0,428.0,415.0,421.0,4297,1802579.5,420.0,937.3,385.1,2022-11-08T14:56:21.542782,421.0,30,419.49,5805.57
