,id,businessDate,securityId,symbol,securityName,openPrice,highPrice,lowPrice,closePrice,totalTradedQuantity,totalTradedValue,previousDayClosePrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,lastUpdatedTime,lastUpdatedPrice,totalTrades,averageTradedPrice,marketCapitalization
0,,2022-12-06,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,711.0,722.0,700.1,720.0,247,176791.5,711.0,1566.0,688.2,2022-12-06T14:58:41.180876,720.0,13,715.75,2643.43
1,,2022-12-06,397,ADBL,Agricultural Development Bank Limited,312.0,315.4,311.1,311.7,16382,5113726.4,315.0,510.0,298.0,2022-12-06T14:59:15.587048,311.7,151,312.15,41106.73
2,,2022-12-06,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,275.0,277.0,270.0,272.8,23219,6302353.6,272.0,628.3,251.4,2022-12-06T14:59:53.03166,272.8,112,271.43,4718.34
3,,2022-12-06,2893,AIL,Ajod Insurance Limited,406.7,412.0,406.7,409.0,5684,2322068.0,415.0,806.0,406.0,2022-12-06T14:58:54.236593,409.0,85,408.52,4090.0
4,,2022-12-06,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,171.6,173.0,171.0,171.1,14581,2506644.5,171.5,350.0,161.0,2022-12-06T14:59:59.162602,171.1,86,171.91,1368.8
5,,2022-12-06,2757,AKPL,Arun Kabeli Power Ltd.,350.0,351.0,345.3,346.0,16218,5630781.3,350.0,624.0,342.0,2022-12-06T14:59:59.496168,346.0,129,347.19,7060.93
6,,2022-12-06,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,916.0,921.0,910.0,910.0,833,762184.0,916.0,1750.0,874.3,2022-12-06T14:46:57.461554,910.0,24,914.98,3038.62
7,,2022-12-06,385,ALICL,Asian Life Insurance Co. Limited,511.1,530.0,511.1,520.0,9158,4745026.6,521.0,1374.0,428.0,2022-12-06T14:59:47.141549,520.0,100,518.12,15122.18
8,,2022-12-06,697,API,Api Power Company Ltd.,212.0,213.8,209.0,210.8,37374,7878940.8,212.0,575.0,200.0,2022-12-06T14:59:59.577442,210.8,247,210.81,8105.08
9,,2022-12-06,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,702.0,710.0,702.0,706.0,1460,1030060.0,705.0,963.0,316.0,2022-12-06T14:57:28.173148,706.0,106,705.52,1765.0
10,,2022-12-06,686,BARUN,Barun Hydropower Co. Ltd.,210.0,210.0,200.0,205.0,22484,4572425.9,209.8,595.0,200.0,2022-12-06T14:58:56.477561,205.0,207,203.36,1098.42
11,,2022-12-06,156,BBC,Bishal Bazar Company Limited,3200.0,3250.0,3200.0,3250.0,285,917000.0,3245.0,5763.0,3137.0,2022-12-06T12:13:30.675183,3250.0,9,3217.54,1597.05
12,,2022-12-06,227,BFC,Best Finance Company Ltd.,310.0,313.0,308.5,310.5,2237,694751.0,310.0,577.0,298.0,2022-12-06T14:59:55.363236,310.5,37,310.57,2573.78
13,,2022-12-06,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,338.0,345.0,338.0,343.1,4664,1597911.0,340.0,520.0,310.0,2022-12-06T14:59:35.493221,343.1,107,342.6,3431.0
14,,2022-12-06,8055,BHL,Balephi Hydropower Limited,241.0,251.0,241.0,249.9,1335,330215.0,245.1,397.0,104.7,2022-12-06T14:59:59.243522,249.9,70,247.35,4568.1
15,,2022-12-06,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,336.9,342.0,335.2,336.2,490,166263.0,343.7,744.0,246.7,2022-12-06T14:58:26.209974,336.2,17,339.31,1344.8
16,,2022-12-06,213,BNT,Bottlers Nepal (Terai) Limited,12677.0,12830.0,12600.0,12799.0,80,1019180.0,12934.0,17670.0,11088.7,2022-12-06T14:27:48.770176,12799.0,5,12739.75,15486.79
17,,2022-12-06,4961,BOKD86,8.5% BOK Debenture 2086,750.0,750.0,750.0,750.0,25,18750.0,740.1,1000.0,738.5,2022-12-06T13:06:31.039214,750.0,1,750.0,1200.0
18,,2022-12-06,153,BPCL,Butwal Power Company Limited,308.0,312.0,305.0,308.0,5696,1742662.6,308.0,498.0,288.0,2022-12-06T14:58:20.410195,308.0,60,305.94,9998.69
19,,2022-12-06,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,1115.1,1118.0,1102.2,1114.0,7180,7992376.1,1120.0,1630.0,882.0,2022-12-06T14:59:47.607329,1114.0,123,1113.14,25890.47
20,,2022-12-06,532,CBL,Civil Bank Ltd,222.0,222.0,220.0,220.8,20913,4611687.0,221.5,285.4,194.0,2022-12-06T14:59:52.796673,220.8,112,220.51,20039.46
21,,2022-12-06,8068,CCBD88,Century Debenture 2088,850.0,850.0,850.0,850.0,25,21250.0,850.0,1000.0,837.0,2022-12-06T11:59:25.587297,850.0,1,850.0,
22,,2022-12-06,605,CCBL,Century Commercial Bank Ltd.,187.0,189.0,185.8,186.6,17497,3274972.2,187.3,280.0,178.0,2022-12-06T14:59:39.964915,186.6,98,187.17,17827.59
