,id,businessDate,securityId,symbol,securityName,openPrice,highPrice,lowPrice,closePrice,totalTradedQuantity,totalTradedValue,previousDayClosePrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,lastUpdatedTime,lastUpdatedPrice,totalTrades,averageTradedPrice,marketCapitalization
0,,2022-12-18,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,701.5,701.5,687.5,688.0,1091,751499.2,701.5,1566.0,687.5,2022-12-18T14:57:49.041741,688.0,35,688.81,2525.95
1,,2022-12-18,397,ADBL,Agricultural Development Bank Limited,316.2,316.2,302.1,306.0,201937,62511436.0,310.0,510.0,298.0,2022-12-18T14:59:51.149743,306.0,348,309.55,40355.02
2,,2022-12-18,8071,ADLB,Adarsha Laghubitta Bittiya Sanstha Limited,403.6,403.6,403.6,403.6,10,4036.0,395.7,403.6,256.8,2022-12-18T11:32:30.810379,403.6,1,403.6,83.55
3,,2022-12-18,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,267.7,267.7,252.9,254.0,27100,6946638.1,262.5,628.3,251.4,2022-12-18T14:59:58.420313,254.0,156,256.33,4393.17
4,,2022-12-18,2893,AIL,Ajod Insurance Limited,350.2,353.0,348.0,350.0,3045,1068687.0,355.0,806.0,348.0,2022-12-18T14:57:29.025507,350.0,76,350.96,3500.0
5,,2022-12-18,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,165.1,168.0,162.0,162.5,15604,2562993.3,168.0,350.0,161.0,2022-12-18T14:59:29.773774,162.5,113,164.25,1300.0
6,,2022-12-18,2757,AKPL,Arun Kabeli Power Ltd.,341.0,341.0,332.0,332.0,25745,8616976.3,341.0,624.0,332.0,2022-12-18T14:59:39.118634,332.0,182,334.7,6775.23
7,,2022-12-18,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,928.0,928.0,893.6,900.0,462,417370.5,928.0,1750.0,874.3,2022-12-18T14:55:29.204679,900.0,23,903.39,3005.23
8,,2022-12-18,385,ALICL,Asian Life Insurance Co. Limited,504.4,504.9,495.0,501.0,11874,5939697.5,504.4,1374.0,428.0,2022-12-18T14:59:37.046622,501.0,90,500.22,14569.64
9,,2022-12-18,697,API,Api Power Company Ltd.,203.2,207.5,203.0,205.0,102166,20886215.3,206.1,575.0,200.0,2022-12-18T14:59:57.817557,205.0,316,204.43,7882.08
10,,2022-12-18,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,681.0,689.5,675.0,677.0,2509,1705681.9,693.0,963.0,316.0,2022-12-18T14:59:52.507694,677.0,166,679.82,1692.5
11,,2022-12-18,686,BARUN,Barun Hydropower Co. Ltd.,198.0,199.0,193.0,193.0,16052,3122244.8,197.6,595.0,193.0,2022-12-18T14:59:51.291444,193.0,135,194.5,1034.12
12,,2022-12-18,156,BBC,Bishal Bazar Company Limited,3194.0,3194.0,3100.0,3100.0,578,1806618.8,3259.0,5763.0,3100.0,2022-12-18T14:59:48.43689,3100.0,28,3125.63,1523.34
13,,2022-12-18,227,BFC,Best Finance Company Ltd.,303.0,303.0,294.0,295.1,6925,2054166.0,301.0,577.0,294.0,2022-12-18T14:59:58.022541,295.1,58,296.63,2446.12
14,,2022-12-18,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,338.0,340.0,330.0,340.0,8570,2856339.0,344.0,520.0,310.0,2022-12-18T14:59:59.622535,340.0,92,333.29,3400.0
15,,2022-12-18,8055,BHL,Balephi Hydropower Limited,236.1,249.0,228.0,244.9,6993,1680513.0,240.3,397.0,104.7,2022-12-18T14:59:48.474943,244.9,136,240.31,4476.7
16,,2022-12-18,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,317.0,334.9,317.0,334.9,903,289679.7,322.0,744.0,246.7,2022-12-18T14:59:59.895817,334.9,41,320.79,1339.6
17,,2022-12-18,213,BNT,Bottlers Nepal (Terai) Limited,12711.0,12711.0,12456.8,12457.0,210,2622146.0,12970.0,17670.0,11088.7,2022-12-18T14:55:31.053742,12457.0,11,12486.4,15072.97
18,,2022-12-18,138,BOKL,Bank of Kathmandu Ltd.,203.0,203.0,199.0,199.1,19480,3911643.4,203.0,330.0,199.0,2022-12-18T14:59:29.557321,199.1,136,200.8,22421.51
19,,2022-12-18,153,BPCL,Butwal Power Company Limited,303.0,303.0,297.0,300.0,4330,1295438.5,301.1,498.0,288.0,2022-12-18T14:59:38.337399,300.0,65,299.17,9738.98
20,,2022-12-18,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,1110.0,1115.0,1083.5,1095.0,6104,6659253.4,1108.9,1581.0,882.0,2022-12-18T14:55:41.667035,1095.0,158,1090.96,25448.9
21,,2022-12-18,532,CBL,Civil Bank Ltd,210.0,217.2,210.0,213.9,35190,7499836.1,213.0,285.4,194.0,2022-12-18T14:59:45.72519,213.9,145,213.12,19413.23
22,,2022-12-18,8043,CBLD88,Civil Bank Debenture 2088,838.0,838.0,838.0,838.0,25,20950.0,838.0,1000.0,834.3,2022-12-18T12:41:12.208433,838.0,1,838.0,
23,,2022-12-18,8068,CCBD88,Century Debenture 2088,841.1,841.1,841.1,841.1,25,21027.5,841.1,1000.0,837.0,2022-12-18T12:58:41.591001,841.1,1,841.1,
24,,2022-12-18,605,CCBL,Century Commercial Bank Ltd.,188.0,191.0,184.5,185.0,161125,30445959.3,190.0,280.0,178.0,2022-12-18T14:59:51.597812,185.0,342,188.95,17674.73
25,,2022-12-18,245,CFCL,Central Finance Co. Ltd.,295.0,295.0,288.5,289.0,10300,3002625.1,299.0,556.0,237.0,2022-12-18T14:59:30.534661,289.0,92,291.51,2742.25
26,,2022-12-18,2917,CGH,Chandragiri Hills Limited,1007.2,1007.2,981.2,984.2,1420,1398763.0,987.5,1565.0,900.2,2022-12-18T14:56:40.698547,984.2,40,985.04,15098.52
27,,2022-12-18,154,CHCL,Chilime Hydropower Company Limited,356.0,359.0,351.1,355.5,13308,4715935.6,362.79,566.9,347.9,2022-12-18T14:59:44.15827,355.5,138,354.36,25802.83
28,,2022-12-18,3946,CHDC,CEDB Hydropower Development Company Limited,653.8,653.8,625.8,634.0,2399,1519662.6,641.0,1130.0,590.0,2022-12-18T14:57:17.082071,634.0,84,633.45,5321.86
29,,2022-12-18,2766,CHL,Chhyangdi Hydropower Ltd.,203.0,203.0,200.0,201.0,8429,1694413.0,203.0,550.8,193.1,2022-12-18T14:59:11.227432,201.0,39,201.02,777.82
30,,2022-12-18,210,CIT,Citizen Investment Trust,1845.0,1850.0,1832.0,1838.0,5270,9698148.0,1844.9,3646.0,1780.0,2022-12-18T14:59:22.675346,1838.0,146,1840.25,78133.39
31,,2022-12-18,2780,CMF1,Citizens Mutual Fund -1,7.5,7.5,7.35,7.35,400,2970.0,7.65,10.49,7.2,2022-12-18T13:59:56.502542,7.35,2,7.42,602.7
32,,2022-12-18,2862,CMF2,CITIZENS MUTUAL FUND 2,7.61,7.61,7.24,7.24,22600,168349.0,7.76,10.89,7.24,2022-12-18T13:41:38.649939,7.24,4,7.44,405.44
33,,2022-12-18,450,CORBL,Corporate Development Bank Limited,270.7,276.1,265.3,265.3,1177,314920.9,276.0,994.0,211.3,2022-12-18T14:58:15.500322,265.3,23,267.56,1326.5
34,,2022-12-18,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,2405.0,2405.0,2335.1,2341.0,13170,31132998.0,2405.0,2734.8,382.2,2022-12-18T14:59:48.895471,2341.0,1144,2363.93,2847.63
35,,2022-12-18,348,CZBIL,Citizens Bank International Limited,178.0,180.0,176.5,178.5,26901,4780207.6,180.0,323.3,176.5,2022-12-18T14:59:46.724847,178.5,144,177.69,25348.74
36,,2022-12-18,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,1030.0,1030.0,972.2,982.0,4514,4468946.0,1019.0,1407.0,861.0,2022-12-18T14:59:52.741482,982.0,94,990.01,13625.23
37,,2022-12-18,2754,DHPL,Dibyashwori Hydropower Ltd.,168.0,170.0,165.0,170.0,5239,875099.9,171.0,381.4,160.1,2022-12-18T14:59:34.837191,170.0,41,167.03,448.8
38,,2022-12-18,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,458.5,496.1,458.5,496.1,43,20626.3,458.5,496.1,177.7,2022-12-18T14:39:36.616108,496.1,5,479.68,511.48
39,,2022-12-18,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,225.0,229.0,225.0,227.0,2475,558935.5,228.5,408.0,217.0,2022-12-18T14:58:59.832441,227.0,108,225.83,2393.17
40,,2022-12-18,137,EBL,Everest Bank Limited,421.5,432.0,421.5,430.0,8622,3697120.5,430.0,640.0,411.0,2022-12-18T14:58:18.064374,430.0,70,428.8,45807.45
41,,2022-12-18,8044,EBLD86,Everest Bank Limited,755.1,755.1,755.0,755.0,100,75501.0,763.0,1000.0,737.0,2022-12-18T14:23:11.973107,755.0,2,755.01,
42,,2022-12-18,274,EDBL,Excel Development Bank Ltd.,297.0,302.0,296.0,298.5,10928,3254627.6,302.5,615.0,291.2,2022-12-18T14:58:33.72508,298.5,55,297.82,3730.34
43,,2022-12-18,8131,EHPL,Eastern Hydropower Limited,266.5,287.4,266.5,287.4,10491,3013554.4,261.3,287.4,216.0,2022-12-18T14:59:16.497957,287.4,535,287.25,1781.88
44,,2022-12-18,8034,ENL,Emerging Nepal Limited,557.0,567.0,556.0,556.6,520,290350.0,567.0,1481.9,287.1,2022-12-18T14:43:06.261649,556.6,22,558.36,3092.47
45,,2022-12-18,490,FMDBL,First Micro Finance Laghubitta Bittiya Sanstha Limited,700.0,700.0,689.0,692.0,5582,3868959.7,700.0,1020.0,559.0,2022-12-18T14:59:47.896645,692.0,70,693.11,6674.29
46,,2022-12-18,2758,FOWAD,Forward Microfinance Laghubitta Bittiya Sanstha Limited,2555.1,2565.0,2527.0,2527.0,3068,7800654.3,2555.0,2950.0,2000.0,2022-12-18T14:59:32.509,2527.0,97,2542.58,21339.28
47,,2022-12-18,417,GBBL,Garima Bikas Bank Limited,380.0,383.0,374.0,375.0,19665,7408290.4,380.0,625.0,318.0,2022-12-18T14:57:12.605088,375.0,172,376.72,17174.6
48,,2022-12-18,341,GBIME,Global IME Bank Limited,205.5,205.5,200.0,202.0,66218,13359602.3,205.5,375.0,200.0,2022-12-18T14:59:51.236442,202.0,447,201.75,49509.44
