,id,businessDate,securityId,symbol,securityName,openPrice,highPrice,lowPrice,closePrice,totalTradedQuantity,totalTradedValue,previousDayClosePrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,lastUpdatedTime,lastUpdatedPrice,totalTrades,averageTradedPrice,marketCapitalization
0,,2023-06-19,2790,ACLBSL,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,616.1,640.0,616.1,630.0,2640,1662393.9,624.0,977.1,530.0,2023-06-19T14:59:34.027373,630.0,52,629.69,2313.0
1,,2023-06-19,397,ADBL,Agricultural Development Bank Limited,232.0,233.0,229.4,230.0,28445,6551303.8,232.0,355.8,224.0,2023-06-19T14:59:35.788886,230.0,231,230.31,30938.85
2,,2023-06-19,9150,AHL,Asian Hydropower Limited,376.0,406.0,370.0,397.0,16499,6468637.0,376.6,480.9,298.8,2023-06-19T14:59:41.91299,397.0,230,392.06,1349.8
3,,2023-06-19,360,AHPC,Arun Valley Hydropower Development Co. Ltd.,310.0,314.0,305.0,313.0,153649,47718780.9,304.0,408.0,250.0,2023-06-19T14:59:58.748135,313.0,537,310.57,5846.72
4,,2023-06-19,2788,AKJCL,Ankhu Khola Jalvidhyut Company Ltd,215.0,220.9,213.2,215.0,58987,12711131.9,217.9,262.0,159.8,2023-06-19T14:59:47.944698,215.0,242,215.49,1720.0
5,,2023-06-19,2757,AKPL,Arun Kabeli Power Ltd.,379.9,380.0,371.5,376.9,59868,22456290.4,375.9,519.0,325.0,2023-06-19T14:59:59.841765,376.9,268,375.09,7691.52
6,,2023-06-19,2807,ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,769.0,769.0,738.0,759.0,2228,1667669.7,767.0,1392.0,649.0,2023-06-19T14:58:17.341882,759.0,44,748.5,2896.47
7,,2023-06-19,385,ALICL,Asian Life Insurance Co. Limited,712.0,712.0,685.0,695.0,70967,49407930.0,698.7,758.0,428.0,2023-06-19T14:59:47.071251,695.0,401,696.2,21929.34
8,,2023-06-19,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,2389.8,2534.0,2352.0,2429.0,4367,10622801.3,2343.0,2534.0,403.8,2023-06-19T14:59:16.378548,2429.0,189,2432.51,1514.19
9,,2023-06-19,697,API,Api Power Company Ltd.,255.0,260.2,253.0,258.0,115732,29639511.0,257.9,315.0,200.0,2023-06-19T14:59:59.442821,258.0,507,256.1,10663.87
